page,block_id,block_type,bbox,source_image_path,text_pdf_layer,text_ocr_basic,text_ocr_vision,text_merged,normalized_text,has_dimension_signal,has_material_signal,has_structure_signal,rule_likelihood,needs_manual_review,manual_note
295,p295-b01,body_text,"{""x"": 108, ""y"": 109, ""w"": 1503, ""h"": 564}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p295-b01.png,,"eA
AS#20%1
OH
BE
HE!
PMS
ee:
MESS
Blo
BHINSHS
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
032°
001
3-W!
WEE
OKSD)
(38)
WES
RAS","黑：母感品产•
；品母帕光芊郾下，妻亮啪米＃彫下；带以盛母双号坚育羽干用孟•
：口麩空 感申麩，麩空業：置菜安•
； 空重双99A寇米财手\学同 小 文 空.盒峨空带伙品辛 •","eA
AS#20%1
OH
BE
HE!
PMS
ee:
MESS
Blo
BHINSHS
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
032°
001
3-W!
WEE
OKSD)
(38)
WES
RAS
黑：母感品产•
；品母帕光芊郾下，妻亮啪米＃彫下；带以盛母双号坚育羽干用孟•
：口麩空 感申麩，麩空業：置菜安•
； 空重双99A寇米财手\学同 小 文 空.盒峨空带伙品辛 •","eA
AS#20%1
OH
BE
HE!
PMS
ee:
MESS
Blo
BHINSHS
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
032°
001
3-W!
WEE
OKSD)
(38)
WES
RAS
黑：母感品产•
；品母帕光芊郾下，妻亮啪米＃彫下；带以盛母双号坚育羽干用孟•
：口麩空 感申麩，麩空業：置菜安•
； 空重双99A寇米财手\学同 小 文 空.盒峨空带伙品辛 •",False,False,False,0.08,False,
295,p295-b02,body_text,"{""x"": 2036, ""y"": 225, ""w"": 59, ""h"": 25}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p295-b02.png,,ee,,ee,ee,False,False,False,0.0,False,
295,p295-b03,body_text,"{""x"": 1970, ""y"": 461, ""w"": 187, ""h"": 92}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p295-b03.png,,"-_
E",,"-_
E","-_
E",False,False,False,0.0,False,
295,p295-b04,body_text,"{""x"": 100, ""y"": 830, ""w"": 1520, ""h"": 773}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p295-b04.png,,"eA
4
|
V8*TS
TU
BE
HE!
HPSS’
Vea:
SS
BHINSRSPE
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
EBT""
001
S-W!
SERS
Seas
OK)
KMS
PY
bk
ARAL!
AU","黑：母感品产•
；品母帕光芊断不，亮啵光＃断下；带以盛會单号坚育祖干用舌•
：口麩空 感申麩，麩空業：置菜安•
；伟空重双99A家米财手\学同受小文 空，盒 空带飞品辛慈•
（刘空米）盒 空带 单空•
盒峬空寇米
：关开然天氏关开不心","eA
4
|
V8*TS
TU
BE
HE!
HPSS’
Vea:
SS
BHINSRSPE
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
EBT""
001
S-W!
SERS
Seas
OK)
KMS
PY
bk
ARAL!
AU
黑：母感品产•
；品母帕光芊断不，亮啵光＃断下；带以盛會单号坚育祖干用舌•
：口麩空 感申麩，麩空業：置菜安•
；伟空重双99A家米财手\学同受小文 空，盒 空带飞品辛慈•
（刘空米）盒 空带 单空•
盒峬空寇米
：关开然天氏关开不心","eA
4
|
V8*TS
TU
BE
HE!
HPSS’
Vea:
SS
BHINSRSPE
RS
SEEERY’
SEO:
SHOE
SRP
MK
ALIS?
*
Se
PIA
SRV
EWS
Bi
bb
ye
DOR!
08
EBT""
001
S-W!
SERS
Seas
OK)
KMS
PY
bk
ARAL!
AU
黑：母感品产•
；品母帕光芊断不，亮啵光＃断下；带以盛會单号坚育祖干用舌•
：口麩空 感申麩，麩空業：置菜安•
；伟空重双99A家米财手\学同受小文 空，盒 空带飞品辛慈•
（刘空米）盒 空带 单空•
盒峬空寇米
：关开然天氏关开不心",False,False,False,0.08,False,
296,p296-b01,body_text,"{""x"": 205, ""y"": 113, ""w"": 1482, ""h"": 276}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b01.png,,"BIBS!
W\GR\S
eS
EYE’
BEMEseaS
CRAG
MEE
VERE
AES
KL
ERS
3}
攻","亮\ \T关开：空
音哥女 叵明我置货，面界置母出.a
备货置货索米卦荫刈叵旺，女如熟A","BIBS!
W\GR\S
eS
EYE’
BEMEseaS
CRAG
MEE
VERE
AES
KL
ERS
3}
攻
亮\ \T关开：空
音哥女 叵明我置货，面界置母出.a
备货置货索米卦荫刈叵旺，女如熟A","BIBS!
W\GR\S
eS
EYE’
BEMEseaS
CRAG
MEE
VERE
AES
KL
ERS
3}
攻
亮\ \T关开：空
音哥女 叵明我置货，面界置母出.a
备货置货索米卦荫刈叵旺，女如熟A",False,False,False,0.08,False,
296,p296-b02,body_text,"{""x"": 205, ""y"": 121, ""w"": 293, ""h"": 53}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b02.png,,"Bele]
WA
MS
oh",处宅吝味茴会祖,"Bele]
WA
MS
oh
处宅吝味茴会祖","Bele]
WA
MS
oh
处宅吝味茴会祖",False,False,False,0.08,False,
296,p296-b03,dimension_note,"{""x"": 813, ""y"": 724, ""w"": 900, ""h"": 304}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b03.png,,"‘ei
uo
mele
Nee
B
=
SY
a]
WM
RS
Be
AbeX
weep
Wae-L’
EE
RUSS
Ble:
4","麩 要需否虽
，岖泵29VT火三neem景青备个一Q我
苗妥 忒五.不一芒：峇回","‘ei
uo
mele
Nee
B
=
SY
a]
WM
RS
Be
AbeX
weep
Wae-L’
EE
RUSS
Ble:
4
麩 要需否虽
，岖泵29VT火三neem景青备个一Q我
苗妥 忒五.不一芒：峇回","‘ei
uo
mele
Nee
B
=
SY
a]
WM
RS
Be
AbeX
weep
Wae-L’
EE
RUSS
Ble:
4
麩 要需否虽
，岖泵29VT火三neem景青备个一Q我
苗妥 忒五.不一芒：峇回",True,False,False,0.36,False,
296,p296-b04,body_text,"{""x"": 1934, ""y"": 737, ""w"": 643, ""h"": 290}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b04.png,,"5
ch
KL
EL
OES
CREEPERS
VIE
PE
lr
RES
Wae--S
Eh
Be:
|","（鍾戥秋风会米伙带伙中𥟟女啪茫）
中麩备妥，小会一：峇回
麩.8","5
ch
KL
EL
OES
CREEPERS
VIE
PE
lr
RES
Wae--S
Eh
Be:
|
（鍾戥秋风会米伙带伙中𥟟女啪茫）
中麩备妥，小会一：峇回
麩.8","5
ch
KL
EL
OES
CREEPERS
VIE
PE
lr
RES
Wae--S
Eh
Be:
|
（鍾戥秋风会米伙带伙中𥟟女啪茫）
中麩备妥，小会一：峇回
麩.8",False,False,False,0.08,False,
296,p296-b05,body_text,"{""x"": 234, ""y"": 779, ""w"": 247, ""h"": 83}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b05.png,,"=
le","：苔回
学同受小阳平，上","=
le
：苔回
学同受小阳平，上","=
le
：苔回
学同受小阳平，上",False,False,False,0.0,False,
296,p296-b06,body_text,"{""x"": 1146, ""y"": 1141, ""w"": 114, ""h"": 52}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b06.png,,-..,,-..,-..,False,False,False,0.0,False,
296,p296-b07,body_text,"{""x"": 2005, ""y"": 1141, ""w"": 119, ""h"": 51}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b07.png,,a...,,a...,a...,False,False,False,0.0,False,
296,p296-b08,dimension_note,"{""x"": 100, ""y"": 1331, ""w"": 1943, ""h"": 243}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p296-b08.png,,"Weegee’
VEAKYSeELYNBS’
AGAhYVEERES
SCHL
VRE
Ves
SBS’
VES
wi
BA
PVEIRME
eee
xd
S
KL
A
|
BG
SE
SSP","誉回学同受小氏本宇 白.令能帕不要需氏本宇母正，郢女刮妖昙不必
.妖帕带伙财突，今能出签饭学同受小女配、学同爱心阳刊•司土瓢申 带T： 音受心.「
𥟟饺：关开带盒 空寇米","Weegee’
VEAKYSeELYNBS’
AGAhYVEERES
SCHL
VRE
Ves
SBS’
VES
wi
BA
PVEIRME
eee
xd
S
KL
A
|
BG
SE
SSP
誉回学同受小氏本宇 白.令能帕不要需氏本宇母正，郢女刮妖昙不必
.妖帕带伙财突，今能出签饭学同受小女配、学同爱心阳刊•司土瓢申 带T： 音受心.「
𥟟饺：关开带盒 空寇米","Weegee’
VEAKYSeELYNBS’
AGAhYVEERES
SCHL
VRE
Ves
SBS’
VES
wi
BA
PVEIRME
eee
xd
S
KL
A
|
BG
SE
SSP
誉回学同受小氏本宇 白.令能帕不要需氏本宇母正，郢女刮妖昙不必
.妖帕带伙财突，今能出签饭学同受小女配、学同爱心阳刊•司土瓢申 带T： 音受心.「
𥟟饺：关开带盒 空寇米",True,False,False,0.36,False,
297,p297-b01,body_text,"{""x"": 50, ""y"": 367, ""w"": 2030, ""h"": 127}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b01.png,,"TEMAS
EH
WERME
eta
Ybb-
YU
bk}
所
站
米
尝
SSRN
HYVES
VEL
EEh
二
3
TY","+” 土本页首击点
．99A寇米开下「
司间宝戎事1.如宗s
态麩 人数，走一不8
中妾 示显面界.","TEMAS
EH
WERME
eta
Ybb-
YU
bk}
所
站
米
尝
SSRN
HYVES
VEL
EEh
二
3
TY
+” 土本页首击点
．99A寇米开下「
司间宝戎事1.如宗s
态麩 人数，走一不8
中妾 示显面界.","TEMAS
EH
WERME
eta
Ybb-
YU
bk}
所
站
米
尝
SSRN
HYVES
VEL
EEh
二
3
TY
+” 土本页首击点
．99A寇米开下「
司间宝戎事1.如宗s
态麩 人数，走一不8
中妾 示显面界.",False,False,False,0.08,False,
297,p297-b02,dimension_note,"{""x"": 2353, ""y"": 402, ""w"": 448, ""h"": 474}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b02.png,,"bu
PIL
Xk\GR\SRS
alysis
ERM
2
ore
SS","菩邀亮\監鸢\伙关开带［怫
空毛心叵惊司如難.a","bu
PIL
Xk\GR\SRS
alysis
ERM
2
ore
SS
菩邀亮\監鸢\伙关开带［怫
空毛心叵惊司如難.a","bu
PIL
Xk\GR\SRS
alysis
ERM
2
ore
SS
菩邀亮\監鸢\伙关开带［怫
空毛心叵惊司如難.a",True,False,False,0.36,False,
297,p297-b03,body_text,"{""x"": 67, ""y"": 671, ""w"": 1388, ""h"": 631}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b03.png,,"Bef
ENE
She
;
VANIBES
Ss
Fa
BYE’
RERUNS
EW
KMybb'
SV
VbbS
tt]
SY","蚤妥吐杰
回","Bef
ENE
She
;
VANIBES
Ss
Fa
BYE’
RERUNS
EW
KMybb'
SV
VbbS
tt]
SY
蚤妥吐杰
回","Bef
ENE
She
;
VANIBES
Ss
Fa
BYE’
RERUNS
EW
KMybb'
SV
VbbS
tt]
SY
蚤妥吐杰
回",False,False,False,0.08,False,
297,p297-b04,body_text,"{""x"": 1950, ""y"": 895, ""w"": 84, ""h"": 43}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b04.png,,),：中鮮路（）,")
：中鮮路（）",")
：中鮮路（）",False,False,False,0.0,False,
297,p297-b05,body_text,"{""x"": 777, ""y"": 898, ""w"": 131, ""h"": 75}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b05.png,,ee,,ee,ee,False,False,False,0.0,False,
297,p297-b06,body_text,"{""x"": 1457, ""y"": 1108, ""w"": 960, ""h"": 210}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b06.png,,"ey
ne
ay
100
ERE
SE
KAVA
TT
RS]
°",,"ey
ne
ay
100
ERE
SE
KAVA
TT
RS]
°","ey
ne
ay
100
ERE
SE
KAVA
TT
RS]
°",False,False,False,0.08,False,
297,p297-b07,body_text,"{""x"": 1164, ""y"": 1256, ""w"": 141, ""h"": 62}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b07.png,,"le
URE",,"le
URE","le
URE",False,False,False,0.0,False,
297,p297-b08,body_text,"{""x"": 100, ""y"": 1503, ""w"": 657, ""h"": 71}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p297-b08.png,,"S
KL
A
|
BG
SSP
SE",戥炜饺5：关开带伙盒怫空寇米,"S
KL
A
|
BG
SSP
SE
戥炜饺5：关开带伙盒怫空寇米","S
KL
A
|
BG
SSP
SE
戥炜饺5：关开带伙盒怫空寇米",False,False,False,0.08,False,
298,p298-b01,dimension_note,"{""x"": 119, ""y"": 230, ""w"": 1392, ""h"": 581}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p298-b01.png,,"7+
3#10
Qui
Ye
BG
AS
0433""
Ee
NE!
TPH
ol
BGS
XN
SL
ye
ta
MSE’
HINES
FOSS
wee
Ve
ISU
LS""
MMBUK'
HII!
LIK:
MS
02
O31
001
SERENA
HE
1H
、","mm8.Or*e.ce*p.8T：七 品辛
•
母黑： 品产•
。芊彫下 胡带仪會败用数：母帕
光芹郾不，亮帕光芊郾切带［ 单用数：带以号坚羽干用•
：灭T［1关、亮T［1开先式啸空，关开製天戊关开葱•
0 .nd .O
：号品乎．
关开抵［灭裁天","7+
3#10
Qui
Ye
BG
AS
0433""
Ee
NE!
TPH
ol
BGS
XN
SL
ye
ta
MSE’
HINES
FOSS
wee
Ve
ISU
LS""
MMBUK'
HII!
LIK:
MS
02
O31
001
SERENA
HE
1H
、
mm8.Or*e.ce*p.8T：七 品辛
•
母黑： 品产•
。芊彫下 胡带仪會败用数：母帕
光芹郾不，亮帕光芊郾切带［ 单用数：带以号坚羽干用•
：灭T［1关、亮T［1开先式啸空，关开製天戊关开葱•
0 .nd .O
：号品乎．
关开抵［灭裁天","7+
3#10
Qui
Ye
BG
AS
0433""
Ee
NE!
TPH
ol
BGS
XN
SL
ye
ta
MSE’
HINES
FOSS
wee
Ve
ISU
LS""
MMBUK'
HII!
LIK:
MS
02
O31
001
SERENA
HE
1H
、
mm8.Or*e.ce*p.8T：七 品辛
•
母黑： 品产•
。芊彫下 胡带仪會败用数：母帕
光芹郾不，亮帕光芊郾切带［ 单用数：带以号坚羽干用•
：灭T［1关、亮T［1开先式啸空，关开製天戊关开葱•
0 .nd .O
：号品乎．
关开抵［灭裁天",True,False,False,0.36,False,
298,p298-b02,body_text,"{""x"": 1824, ""y"": 965, ""w"": 779, ""h"": 339}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p298-b02.png,,|,,|,|,False,False,False,0.0,False,
298,p298-b03,dimension_note,"{""x"": 117, ""y"": 1005, ""w"": 1394, ""h"": 522}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p298-b03.png,,"4!
QU
BOBO]
OMe:
AE\KS
ELS’
e
et
BWIWSHSNES
HPS
VERA
SUXMULBUX'
HVS
FEM’
KRMPSS
0011!
Lette:
KE!
A
&!
02°
983\
83\
0013
NER
SE
L","mmE1*08*08：七品产 •
夾\白： 葱品产•
：品母帕米＃彫不，亮帕＃彫下，带品會单帕号坚羽干用•
； 亮芊郾妥头，天飞击单、亮［击单比方文埔空，关开然天氏关开芯•
关开好 面单 于","4!
QU
BOBO]
OMe:
AE\KS
ELS’
e
et
BWIWSHSNES
HPS
VERA
SUXMULBUX'
HVS
FEM’
KRMPSS
0011!
Lette:
KE!
A
&!
02°
983\
83\
0013
NER
SE
L
mmE1*08*08：七品产 •
夾\白： 葱品产•
：品母帕米＃彫不，亮帕＃彫下，带品會单帕号坚羽干用•
； 亮芊郾妥头，天飞击单、亮［击单比方文埔空，关开然天氏关开芯•
关开好 面单 于","4!
QU
BOBO]
OMe:
AE\KS
ELS’
e
et
BWIWSHSNES
HPS
VERA
SUXMULBUX'
HVS
FEM’
KRMPSS
0011!
Lette:
KE!
A
&!
02°
983\
83\
0013
NER
SE
L
mmE1*08*08：七品产 •
夾\白： 葱品产•
：品母帕米＃彫不，亮帕＃彫下，带品會单帕号坚羽干用•
； 亮芊郾妥头，天飞击单、亮［击单比方文埔空，关开然天氏关开芯•
关开好 面单 于",True,False,False,0.36,False,
299,p299-b01,body_text,"{""x"": 87, ""y"": 170, ""w"": 168, ""h"": 28}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b01.png,,"一
-一",,"一
-一","一
-一",False,False,False,0.0,False,
299,p299-b02,body_text,"{""x"": 712, ""y"": 186, ""w"": 884, ""h"": 509}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b02.png,,"iy
J
=
ashamed
Sse
ELOBEINE","割定期富
M9A0=","iy
J
=
ashamed
Sse
ELOBEINE
割定期富
M9A0=","iy
J
=
ashamed
Sse
ELOBEINE
割定期富
M9A0=",False,False,False,0.08,False,
299,p299-b03,body_text,"{""x"": 1872, ""y"": 215, ""w"": 550, ""h"": 282}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b03.png,,"7
q
zw
TRS
ee
1
FERS
SS
Alli
PERSIE
EM
LRT",,"7
q
zw
TRS
ee
1
FERS
SS
Alli
PERSIE
EM
LRT","7
q
zw
TRS
ee
1
FERS
SS
Alli
PERSIE
EM
LRT",False,False,False,0.08,False,
299,p299-b04,body_text,"{""x"": 80, ""y"": 445, ""w"": 733, ""h"": 234}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b04.png,,"wer
BNE",,"wer
BNE","wer
BNE",False,False,False,0.0,False,
299,p299-b05,body_text,"{""x"": 50, ""y"": 1061, ""w"": 1591, ""h"": 496}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b05.png,,"|
ES
oO
]
4
‘i
_
yy)
Hl
PA
如","口 空器丑变 盒 空
𥟟饺5：关开好 面单裁天","|
ES
oO
]
4
‘i
_
yy)
Hl
PA
如
口 空器丑变 盒 空
𥟟饺5：关开好 面单裁天","|
ES
oO
]
4
‘i
_
yy)
Hl
PA
如
口 空器丑变 盒 空
𥟟饺5：关开好 面单裁天",False,False,False,0.08,False,
299,p299-b06,body_text,"{""x"": 75, ""y"": 1126, ""w"": 561, ""h"": 46}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b06.png,,"Pal
RE
Easeiieo
feel",口 空 器丑变峌 盒 空梨,"Pal
RE
Easeiieo
feel
口 空 器丑变峌 盒 空梨","Pal
RE
Easeiieo
feel
口 空 器丑变峌 盒 空梨",False,False,False,0.08,False,
299,p299-b07,body_text,"{""x"": 1754, ""y"": 1187, ""w"": 364, ""h"": 118}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b07.png,,"SEAS
LYRE
Yel
it
‘oes
制","秋风食开示誰
，葑邵女盒啸空迸豉","SEAS
LYRE
Yel
it
‘oes
制
秋风食开示誰
，葑邵女盒啸空迸豉","SEAS
LYRE
Yel
it
‘oes
制
秋风食开示誰
，葑邵女盒啸空迸豉",False,False,False,0.08,False,
299,p299-b08,body_text,"{""x"": 91, ""y"": 1319, ""w"": 133, ""h"": 51}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b08.png,,"-
\\",,"-
\\","-
\\",False,False,False,0.0,False,
299,p299-b09,body_text,"{""x"": 0, ""y"": 0, ""w"": 2880, ""h"": 1620}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p299-b09.png,,"一
-一
zw
q
iy
ee
TRS
7
Alli
1
FERS
SS
PERSIE
=
J
LRT
EM
BNE
Sse
wer
ELOBEINE
ashamed
oO
feel
Pal
RE
Easeiieo
|
]
ES
4
SEAS
LYRE
-
‘oes
制
Yel
it
\\
‘i
PA
如
_
Hl
yy)","，葑邵女盒啸空迸豉
秋风食开示誰
𥟟饺5：关开好 面单裁天
口 空 器丑变峌 盒 空梨
口 空器丑变 盒 空
M9A0=
割定期富","一
-一
zw
q
iy
ee
TRS
7
Alli
1
FERS
SS
PERSIE
=
J
LRT
EM
BNE
Sse
wer
ELOBEINE
ashamed
oO
feel
Pal
RE
Easeiieo
|
]
ES
4
SEAS
LYRE
-
‘oes
制
Yel
it
\\
‘i
PA
如
_
Hl
yy)
，葑邵女盒啸空迸豉
秋风食开示誰
𥟟饺5：关开好 面单裁天
口 空 器丑变峌 盒 空梨
口 空器丑变 盒 空
M9A0=
割定期富","一
-一
zw
q
iy
ee
TRS
7
Alli
1
FERS
SS
PERSIE
=
J
LRT
EM
BNE
Sse
wer
ELOBEINE
ashamed
oO
feel
Pal
RE
Easeiieo
|
]
ES
4
SEAS
LYRE
-
‘oes
制
Yel
it
\\
‘i
PA
如
_
Hl
yy)
，葑邵女盒啸空迸豉
秋风食开示誰
𥟟饺5：关开好 面单裁天
口 空 器丑变峌 盒 空梨
口 空器丑变 盒 空
M9A0=
割定期富",False,False,False,0.08,False,
